Date,Open,High,Low,Close,Adj Close,Volume
2019-08-14,1716.859985,1716.859985,1667.189941,1667.579956,1667.579956,0
2019-08-15,1667.689941,1675.819946,1658.660034,1670.520020,1670.520020,0
2019-08-16,1671.339966,1698.530029,1671.339966,1695.920044,1695.920044,0
2019-08-19,1698.949951,1719.859985,1698.949951,1715.459961,1715.459961,0
2019-08-20,1715.359985,1715.359985,1702.010010,1702.469971,1702.469971,0
2019-08-21,1703.010010,1718.900024,1703.010010,1716.560059,1716.560059,0
2019-08-22,1717.030029,1724.589966,1705.250000,1715.410034,1715.410034,0
2019-08-23,1714.290039,1717.430054,1664.439941,1670.739990,1670.739990,0
2019-08-26,1671.560059,1688.920044,1671.560059,1688.439941,1688.439941,0
2019-08-27,1690.969971,1700.010010,1676.670044,1681.170044,1681.170044,0
2019-08-28,1681.119995,1693.650024,1672.619995,1692.369995,1692.369995,0
2019-08-29,1697.050049,1717.709961,1697.050049,1714.430054,1714.430054,0
2019-08-30,1716.290039,1723.349976,1707.400024,1715.239990,1715.239990,0
2019-09-03,1714.479980,1714.479980,1695.189941,1701.979980,1701.979980,0
2019-09-04,1704.119995,1720.589966,1704.119995,1720.119995,1720.119995,0
2019-09-05,1724.390015,1748.400024,1724.390015,1742.900024,1742.900024,0
2019-09-06,1743.560059,1748.060059,1741.150024,1743.609985,1743.609985,0
2019-09-09,1745.219971,1749.119995,1738.510010,1744.380005,1744.380005,0
2019-09-10,1743.500000,1743.839966,1731.839966,1741.910034,1741.910034,0
2019-09-11,1746.449951,1761.069946,1744.489990,1761.060059,1761.060059,0
2019-09-12,1761.160034,1771.339966,1759.900024,1765.319946,1765.319946,0
2019-09-13,1765.790039,1770.319946,1761.550049,1763.900024,1763.900024,0
2019-09-16,1760.479980,1762.469971,1755.109985,1760.699951,1760.699951,0
2019-09-17,1760.369995,1764.729980,1757.689941,1764.500000,1764.500000,0
2019-09-18,1763.290039,1764.219971,1747.760010,1763.780029,1763.780029,0
2019-09-19,1764.790039,1773.099976,1761.400024,1763.280029,1763.280029,0
2019-09-20,1763.359985,1768.599976,1751.229980,1755.310059,1755.310059,0
2019-09-23,1753.319946,1758.719971,1749.209961,1755.209961,1755.209961,0
2019-09-24,1757.520020,1763.900024,1733.939941,1738.680054,1738.680054,0
2019-09-25,1738.770020,1752.969971,1731.500000,1750.189941,1750.189941,0
2019-09-26,1750.530029,1750.530029,1737.050049,1744.530029,1744.530029,0
2019-09-27,1745.500000,1749.510010,1725.089966,1734.000000,1734.000000,0
2019-09-30,1736.119995,1746.640015,1736.119995,1742.699951,1742.699951,0
2019-10-01,1743.140015,1752.160034,1719.329956,1720.119995,1720.119995,0
2019-10-02,1719.959961,1719.959961,1683.280029,1691.050049,1691.050049,0
2019-10-03,1689.969971,1704.709961,1672.609985,1704.489990,1704.489990,0
2019-10-04,1706.030029,1728.599976,1706.030029,1727.869995,1727.869995,0
2019-10-07,1726.310059,1732.449951,1718.689941,1720.849976,1720.849976,0
2019-10-08,1719.609985,1719.609985,1693.189941,1693.280029,1693.280029,0
2019-10-09,1698.650024,1713.859985,1698.650024,1708.219971,1708.219971,0
2019-10-10,1708.459961,1724.300049,1707.420044,1718.369995,1718.369995,0
2019-10-11,1720.020020,1751.750000,1720.020020,1738.619995,1738.619995,0
2019-10-14,1736.540039,1739.099976,1733.920044,1735.819946,1735.819946,0
2019-10-15,1738.780029,1757.270020,1738.780029,1752.959961,1752.959961,0
2019-10-16,1751.530029,1753.469971,1746.290039,1748.900024,1748.900024,0
2019-10-17,1754.099976,1760.229980,1751.650024,1755.150024,1755.150024,0
2019-10-18,1754.729980,1755.510010,1741.520020,1748.069946,1748.069946,0
2019-10-21,1750.780029,1760.369995,1750.780029,1759.739990,1759.739990,0
2019-10-22,1760.800049,1764.270020,1753.420044,1753.849976,1753.849976,0
2019-10-23,1752.329956,1758.489990,1750.849976,1758.390015,1758.390015,0
2019-10-24,1763.760010,1765.890015,1756.599976,1759.130005,1759.130005,0
2019-10-25,1759.010010,1773.170044,1758.810059,1770.319946,1770.319946,0
2019-10-28,1773.670044,1783.599976,1773.670044,1780.650024,1780.650024,0
2019-10-29,1779.630005,1785.260010,1777.579956,1779.619995,1779.619995,0
2019-10-30,1780.219971,1786.250000,1773.939941,1784.630005,1784.630005,0
2019-10-31,1784.109985,1784.150024,1769.829956,1778.199951,1778.199951,0
2019-11-01,1784.349976,1796.770020,1784.349976,1796.770020,1796.770020,0
2019-11-04,1802.150024,1807.250000,1801.459961,1803.439941,1803.439941,0
2019-11-05,1803.839966,1807.500000,1800.339966,1801.510010,1801.510010,0
2019-11-06,1801.520020,1801.849976,1795.630005,1801.349976,1801.349976,0
2019-11-07,1806.079956,1813.670044,1803.489990,1806.319946,1806.319946,0
2019-11-08,1804.920044,1811.449951,1800.089966,1811.449951,1811.449951,0
2019-11-11,1806.680054,1809.099976,1801.400024,1808.479980,1808.479980,0
2019-11-12,1809.420044,1817.609985,1807.489990,1811.050049,1811.050049,0
2019-11-13,1807.260010,1814.170044,1803.319946,1811.760010,1811.760010,0
2019-11-14,1809.569946,1814.219971,1806.589966,1813.400024,1813.400024,0
2019-11-15,1816.569946,1827.109985,1816.569946,1827.109985,1827.109985,0
2019-11-18,1825.900024,1828.910034,1822.199951,1827.709961,1827.709961,0
2019-11-19,1829.469971,1831.319946,1823.510010,1827.890015,1827.890015,0
2019-11-20,1825.150024,1828.219971,1811.780029,1821.750000,1821.750000,0
2019-11-21,1822.130005,1822.500000,1813.680054,1817.880005,1817.880005,0
2019-11-22,1820.739990,1823.250000,1815.500000,1821.989990,1821.989990,0
2019-11-25,1825.560059,1838.030029,1825.560059,1837.920044,1837.920044,0
2019-11-26,null,null,null,null,null,null
2019-11-27,1844.180054,1850.459961,1844.180054,1850.219971,1850.219971,0
2019-11-29,1847.900024,1847.969971,1841.229980,1842.050049,1842.050049,0
2019-12-02,1842.989990,1843.910034,1824.239990,1825.530029,1825.530029,0
2019-12-03,1822.780029,1822.780029,1800.890015,1814.410034,1814.410034,0
2019-12-04,1817.630005,1829.489990,1817.630005,1825.479980,1825.479980,0
2019-12-05,1827.510010,1829.239990,1820.520020,1827.760010,1827.760010,0
2019-12-06,1831.020020,1847.369995,1831.020020,1844.439941,1844.439941,0
2019-12-09,1842.430054,1845.939941,1838.560059,1838.569946,1838.569946,0
2019-12-10,1838.579956,1841.869995,1833.689941,1836.729980,1836.729980,0
2019-12-11,1838.250000,1842.510010,1836.489990,1841.250000,1841.250000,0
2019-12-12,1840.910034,1861.060059,1839.439941,1856.280029,1856.280029,0
2019-12-13,1855.619995,1864.300049,1848.780029,1855.750000,1855.750000,0
2019-12-16,1862.780029,1873.479980,1862.780029,1869.310059,1869.310059,0
2019-12-17,1869.959961,1873.020020,1868.920044,1870.479980,1870.479980,0
2019-12-18,1872.020020,1873.949951,1869.810059,1870.290039,1870.290039,0
2019-12-19,1871.069946,1878.660034,1871.069946,1878.650024,1878.650024,0
2019-12-20,1882.079956,1889.920044,1881.619995,1887.819946,1887.819946,0
2019-12-23,1889.489990,1891.459961,1888.550049,1889.469971,1889.469971,0
2019-12-24,1890.479980,1890.979980,1887.780029,1889.630005,1889.630005,0
2019-12-26,1892.130005,1898.329956,1892.130005,1898.239990,1898.239990,0
2019-12-27,1901.510010,1903.050049,1894.109985,1897.239990,1897.239990,0
2019-12-30,1897.250000,1897.609985,1883.609985,1886.660034,1886.660034,0
2019-12-31,1882.849976,1892.719971,1881.449951,1892.250000,1892.250000,0
2020-01-02,1898.469971,1906.650024,1893.540039,1906.500000,1906.500000,0
2020-01-03,1898.089966,1900.459961,1889.489990,1894.530029,1894.530029,0
2020-01-06,1885.390015,1900.989990,1883.300049,1900.900024,1900.900024,0
2020-01-07,1899.050049,1900.219971,1893.150024,1896.010010,1896.010010,0
2020-01-08,1896.880005,1912.890015,1895.989990,1905.020020,1905.020020,0
2020-01-09,1912.510010,1917.459961,1910.819946,1916.709961,1916.709961,0
2020-01-10,1918.339966,1921.260010,1908.810059,1911.280029,1911.280029,0
2020-01-13,1913.939941,1925.219971,1912.790039,1925.219971,1925.219971,0
2020-01-14,1924.300049,1930.449951,1919.869995,1923.630005,1923.630005,0
2020-01-15,1923.489990,1933.290039,1922.380005,1927.329956,1927.329956,0
2020-01-16,1934.310059,1944.369995,1934.310059,1944.239990,1944.239990,0
2020-01-17,1947.459961,1949.959961,1944.569946,1949.869995,1949.869995,0
2020-01-21,1946.939941,1949.729980,1942.130005,1944.329956,1944.329956,0
2020-01-22,1949.199951,1954.670044,1943.989990,1945.040039,1945.040039,0
2020-01-23,1942.280029,1948.180054,1933.040039,1947.130005,1947.130005,0
2020-01-24,1949.489990,1952.099976,1920.780029,1929.119995,1929.119995,0
2020-01-27,1928.109985,1928.109985,1897.780029,1899.619995,1899.619995,0
2020-01-28,1904.099976,1923.839966,1904.099976,1918.660034,1918.660034,0
2020-01-29,1922.619995,1927.810059,1915.979980,1916.530029,1916.530029,0
2020-01-30,1909.880005,1923.290039,1899.160034,1922.250000,1922.250000,0
2020-01-31,1922.849976,1922.849976,1882.020020,1888.030029,1888.030029,0
2020-02-03,1893.729980,1913.489990,1893.729980,1903.630005,1903.630005,0
2020-02-04,1915.819946,1938.829956,1915.819946,1933.079956,1933.079956,0
2020-02-05,1944.010010,1954.219971,1941.000000,1952.670044,1952.670044,0
2020-02-06,1954.880005,1959.630005,1952.670044,1957.770020,1957.770020,0
2020-02-07,1953.709961,1954.229980,1943.140015,1946.349976,1946.349976,0
2020-02-10,1944.189941,1960.500000,1942.140015,1960.489990,1960.489990,0
2020-02-11,1966.339966,1975.119995,1962.560059,1965.180054,1965.180054,0
2020-02-12,1969.920044,1979.030029,1969.920044,1977.989990,1977.989990,0
2020-02-13,1972.829956,1982.089966,1967.449951,1976.219971,1976.219971,0
2020-02-14,1978.069946,1980.130005,1972.030029,1979.520020,1979.520020,0
2020-02-18,1976.369995,1977.119995,1965.859985,1974.670044,1974.670044,0
2020-02-19,1976.609985,1988.760010,1976.609985,1984.260010,1984.260010,0
2020-02-20,1981.819946,1987.089966,1959.680054,1978.550049,1978.550049,0
2020-02-21,1974.579956,1974.579956,1952.640015,1957.640015,1957.640015,0
2020-02-24,1951.280029,1951.280029,1885.859985,1893.000000,1893.000000,0
2020-02-25,1898.250000,1904.000000,1829.569946,1834.589966,1834.589966,0
2020-02-26,1834.859985,1864.280029,1821.089966,1824.739990,1824.739990,0
2020-02-27,1820.819946,1820.819946,1745.079956,1745.709961,1745.709961,0
2020-02-28,1745.319946,1745.319946,1674.660034,1730.310059,1730.310059,0
2020-03-02,1731.079956,1806.079956,1723.839966,1805.709961,1805.709961,0
2020-03-03,1805.650024,1831.390015,1741.339966,1756.959961,1756.959961,0
2020-03-04,1771.819946,1828.489990,1771.819946,1828.130005,1828.130005,0
2020-03-05,1821.689941,1821.689941,1752.140015,1766.369995,1766.369995,0
2020-03-06,1764.729980,1764.729980,1694.400024,1735.010010,1735.010010,0
2020-03-09,1690.339966,1690.339966,1592.780029,1598.849976,1598.849976,0
2020-03-10,1615.380005,1674.680054,1589.619995,1674.569946,1674.569946,0
2020-03-11,1672.319946,1672.319946,1570.079956,1589.489990,1589.489990,0
2020-03-12,1583.969971,1583.969971,1435.310059,1435.939941,1435.939941,0
2020-03-13,1456.050049,1564.709961,1439.089966,1564.709961,1564.709961,0
2020-03-16,1554.250000,1554.250000,1369.239990,1371.969971,1371.969971,0
2020-03-17,1377.939941,1464.750000,1357.670044,1451.410034,1451.410034,0
2020-03-18,1404.140015,1405.109985,1301.709961,1366.619995,1366.619995,0
2020-03-19,1364.060059,1412.619995,1323.760010,1382.839966,1382.839966,0
2020-03-20,1389.520020,1411.319946,1320.170044,1324.800049,1324.800049,0
2020-03-23,1324.260010,1324.260010,1259.729980,1288.040039,1288.040039,0
2020-03-24,1335.910034,1410.729980,1335.910034,1409.880005,1409.880005,0
2020-03-25,1413.459961,1483.849976,1388.969971,1429.250000,1429.250000,0
2020-03-26,1434.260010,1520.859985,1434.260010,1517.569946,1517.569946,0
2020-03-27,1505.520020,1507.680054,1453.510010,1466.359985,1466.359985,0
2020-03-30,1469.859985,1514.839966,1465.859985,1512.390015,1512.390015,0
2020-03-31,1509.579956,1520.310059,1480.050049,1489.569946,1489.569946,0
2020-04-01,1464.520020,1464.520020,1407.630005,1420.270020,1420.270020,0
2020-04-02,1419.699951,1455.680054,1411.260010,1449.520020,1449.520020,0
2020-04-03,1447.989990,1454.589966,1409.000000,1425.069946,1425.069946,0
2020-04-06,1460.369995,1533.869995,1460.369995,1527.209961,1527.209961,0
2020-04-07,1539.329956,1580.680054,1525.579956,1526.540039,1526.540039,0
2020-04-08,1532.560059,1586.760010,1530.060059,1581.130005,1581.130005,0
2020-04-09,1592.640015,1624.930054,1592.229980,1609.069946,1609.069946,0
2020-04-13,1602.910034,1602.910034,1567.459961,1590.319946,1590.319946,0
2020-04-14,1602.260010,1639.969971,1602.260010,1637.829956,1637.829956,0
2020-04-15,1630.020020,1630.020020,1587.520020,1599.479980,1599.479980,0
2020-04-16,1604.719971,1610.579956,1586.979980,1607.030029,1607.030029,0
2020-04-17,1614.500000,1655.719971,1614.500000,1653.160034,1653.160034,0
2020-04-20,1648.849976,1650.729980,1622.979980,1625.069946,1625.069946,0
2020-04-21,1611.650024,1611.650024,1569.380005,1575.500000,1575.500000,0
2020-04-22,1597.719971,1618.369995,1597.680054,1610.540039,1610.540039,0
2020-04-23,1613.359985,1637.959961,1609.729980,1611.459961,1611.459961,0
2020-04-24,1613.229980,1637.729980,1608.109985,1634.119995,1634.119995,0
2020-04-27,1640.250000,1668.719971,1640.250000,1663.349976,1663.349976,0
2020-04-28,1674.069946,1689.780029,1654.920044,1657.170044,1657.170044,0
2020-04-29,1662.670044,1713.920044,1662.670044,1705.319946,1705.319946,0
2020-04-30,1703.800049,1703.800049,1675.719971,1684.949951,1684.949951,0
2020-05-01,1654.739990,1656.770020,1629.260010,1635.589966,1635.589966,0
2020-05-04,1633.770020,1643.579956,1615.859985,1643.199951,1643.199951,0
2020-05-05,1647.560059,1676.939941,1647.560059,1658.609985,1658.609985,0
2020-05-06,1663.540039,1671.810059,1647.849976,1647.920044,1647.920044,0
2020-05-07,1652.060059,1680.739990,1652.060059,1669.089966,1669.089966,0
2020-05-08,1674.369995,1701.150024,1674.369995,1700.520020,1700.520020,0
2020-05-11,1693.319946,1708.880005,1684.439941,1700.030029,1700.030029,0
2020-05-12,1701.719971,1708.739990,1662.550049,1662.810059,1662.810059,0
2020-05-13,1662.660034,1663.040039,1614.959961,1630.369995,1630.369995,0
2020-05-14,1628.540039,1648.729980,1596.089966,1648.609985,1648.609985,0
2020-05-15,1646.969971,1657.510010,1628.719971,1656.810059,1656.810059,0
2020-05-18,1685.290039,1720.859985,1685.290039,1713.069946,1713.069946,0
2020-05-19,1711.790039,1720.219971,1694.589966,1694.890015,1694.890015,0
2020-05-20,1705.560059,1730.069946,1705.560059,1724.969971,1724.969971,0
2020-05-21,1723.400024,1729.079956,1706.160034,1713.729980,1713.729980,0
2020-05-22,1713.770020,1719.319946,1705.449951,1718.660034,1718.660034,0
2020-05-26,null,null,null,null,null,null
2020-05-27,1743.949951,1770.160034,1728.630005,1770.160034,1770.160034,0
2020-05-28,1768.910034,1786.989990,1759.439941,1763.219971,1763.219971,0
2020-05-29,1763.699951,1773.849976,1745.810059,1771.369995,1771.369995,0
2020-06-01,1770.579956,1785.180054,1765.420044,1780.520020,1780.520020,0
2020-06-02,1781.660034,1795.459961,1778.209961,1795.250000,1795.250000,0
2020-06-03,1798.050049,1826.510010,1798.050049,1822.180054,1822.180054,0
2020-06-04,1820.599976,1825.410034,1803.140015,1816.089966,1816.089966,0
2020-06-05,1818.719971,1875.920044,1818.719971,1864.219971,1864.219971,0
2020-06-08,1864.050049,1889.829956,1864.050049,1889.670044,1889.670044,0
2020-06-09,1888.390015,1888.390015,1863.329956,1871.670044,1871.670044,0
2020-06-10,1873.400024,1878.540039,1853.319946,1858.540039,1858.540039,0
2020-06-11,1855.410034,1855.410034,1745.530029,1746.699951,1746.699951,0
2020-06-12,1750.479980,1798.920044,1736.640015,1771.060059,1771.060059,0
2020-06-15,null,null,null,null,null,null
2020-06-16,1796.150024,1840.109985,1795.800049,1822.949951,1822.949951,0
2020-06-17,1824.780029,1831.160034,1812.030029,1814.910034,1814.910034,0
2020-06-18,1814.199951,1819.869995,1803.760010,1812.260010,1812.260010,0
2020-06-19,1818.060059,1837.709961,1798.060059,1806.390015,1806.390015,0
