2020-01-01, 1.76
2020-01-03, 1.8888888888888888
2020-01-04, 1.9555555555555555
2020-01-05, 2.1363636363636362
2020-01-06, 2.1578947368421053
2020-01-07, 2.186046511627907
2020-01-08, 2.0
2020-01-09, 1.9615384615384615
2020-01-10, 2.2745098039215685
2020-01-11, 2.0
2020-01-12, 2.1052631578947367
2020-01-13, 2.0384615384615383
2020-01-14, 2.0
2020-01-15, 2.0
2020-01-16, 1.9649122807017543
2020-01-17, 2.0
2020-01-18, 2.1025641025641026
2020-01-19, 2.0454545454545454
2020-01-20, 1.9130434782608696
2020-01-21, 1.8461538461538463
2020-01-22, 2.2181818181818183
2020-01-23, 2.25
2020-01-24, 2.188679245283019
2020-01-25, 2.130434782608696
2020-01-26, 1.951219512195122
2020-01-27, 1.8222222222222222
2020-01-28, 1.951219512195122
2020-01-29, 2.0416666666666665
2020-01-30, 2.163265306122449
2020-01-31, 1.9655172413793103
2020-02-01, 2.0454545454545454
2020-02-02, 1.9
2020-02-03, 2.0754716981132075
